,Unnamed: 0,candidate_name,cycle,month_10,month_11,month_9,state,republican
0,92,George Bush,1988.0,42.80077558064517,47.87307799999999,39.81210840000001,Washington,1
1,93,Michael S. Dukakis,1988.0,41.54023229032258,42.70623550000001,41.13516903333335,Washington,0
2,194,Bill Clinton,1992.0,45.90889012903226,42.46446066666667,45.58333446666666,Washington,0
3,195,George Bush,1992.0,30.043799548387106,29.66821066666667,33.77805456666666,Washington,1
4,296,Bill Clinton,1996.0,48.1420424516129,47.2440222,47.04742183333333,Washington,0
5,297,Bob Dole,1996.0,33.40081929032258,35.370686,33.60006566666666,Washington,1
6,398,Al Gore,2000.0,43.70896522580646,45.593205714285716,42.89649220000001,Washington,0
7,399,George W. Bush,2000.0,40.426138225806454,44.33103942857142,38.38990113333333,Washington,1
8,500,George W. Bush,2004.0,43.74133451612903,45.438860999999996,44.4337999,Washington,1
9,501,John Kerry,2004.0,51.7710636451613,51.7773725,49.27630856666666,Washington,0
10,600,Barack Obama,2008.0,53.15625058064515,53.8818845,50.21074033333332,Washington,0
11,601,John McCain,2008.0,40.45624064516128,40.51030850000001,42.89318779999999,Washington,1
12,696,Barack Obama,2012.0,53.31125383870968,53.713643000000005,52.08704913333335,Washington,0
13,697,Mitt Romney,2012.0,41.413674064516115,41.65697950000001,39.641464299999996,Washington,1
14,796,Donald Trump,2016.0,33.43031322580646,35.18865875,33.501477,Washington,1
15,797,Hillary Rodham Clinton,2016.0,46.839579677419344,50.01550625,43.64538533333332,Washington,0
16,898,Donald Trump,2020.0,34.594246129032264,36.10843333333333,33.74775200000001,Washington,1
17,899,Joseph R. Biden Jr.,2020.0,59.62513096774193,59.10055333333333,59.2771,Washington,0
